order_id,payment_method,installments
O002000,Tarjeta de débito,1
O002001,Transferencia,1
O002002,Tarjeta de crédito,9
O002003,PayPal,1
O002004,Tarjeta de crédito,11
O002005,Tarjeta de débito,1
O002006,Tarjeta de crédito,2
O002007,Tarjeta de débito,1
O002008,Tarjeta de débito,1
O002009,Tarjeta de crédito,7
O002010,Tarjeta de débito,1
O002011,PayPal,1
O002012,Tarjeta de crédito,6
O002013,Transferencia,1
O002014,Transferencia,1
O002015,Tarjeta de débito,1
O002016,Transferencia,1
O002017,Transferencia,1
O002018,Tarjeta de débito,1
O002019,Tarjeta de crédito,9
O002020,Transferencia,1
O002021,Tarjeta de crédito,7
O002022,Transferencia,1
O002023,PayPal,1
O002024,PayPal,1
O002025,Transferencia,1
O002026,Tarjeta de crédito,6
O002027,Tarjeta de débito,1
O002028,Tarjeta de débito,1
O002029,Tarjeta de débito,1
O002030,Tarjeta de crédito,11
O002031,Tarjeta de débito,1
O002032,PayPal,1
O002033,Tarjeta de crédito,2
O002034,Tarjeta de débito,1
O002035,Transferencia,1
O002036,Tarjeta de crédito,12
O002037,Transferencia,1
O002038,Tarjeta de débito,1
O002039,Tarjeta de débito,1
O002040,Tarjeta de débito,1
O002041,Tarjeta de débito,1
O002042,Transferencia,1
O002043,Tarjeta de débito,1
O002044,Tarjeta de crédito,7
O002045,Tarjeta de crédito,6
O002046,Tarjeta de débito,1
O002047,Tarjeta de crédito,5
O002048,Tarjeta de crédito,2
O002049,Transferencia,1
O002050,Transferencia,1
O002051,PayPal,1
O002052,Transferencia,1
O002053,Tarjeta de crédito,1
O002054,Tarjeta de crédito,10
O002055,PayPal,1
O002056,Transferencia,1
O002057,PayPal,1
O002058,PayPal,1
O002059,PayPal,1
O002060,Tarjeta de crédito,6
O002061,Transferencia,1
O002062,Tarjeta de débito,1
O002063,Transferencia,1
O002064,Transferencia,1
O002065,Transferencia,1
O002066,Tarjeta de débito,1
O002067,Transferencia,1
O002068,PayPal,1
O002069,Transferencia,1
O002070,Tarjeta de débito,1
O002071,Tarjeta de crédito,11
O002072,Transferencia,1
O002073,PayPal,1
O002074,Tarjeta de crédito,6
O002075,PayPal,1
O002076,Tarjeta de crédito,5
O002077,Tarjeta de débito,1
O002078,Tarjeta de débito,1
O002079,Tarjeta de crédito,9
O002080,Transferencia,1
O002081,Tarjeta de crédito,10
O002082,Tarjeta de crédito,5
O002083,Transferencia,1
O002084,Tarjeta de débito,1
O002085,Tarjeta de crédito,3
O002086,Tarjeta de débito,1
O002087,Transferencia,1
O002088,PayPal,1
O002089,PayPal,1
O002090,Transferencia,1
O002091,PayPal,1
O002092,PayPal,1
O002093,Transferencia,1
O002094,Tarjeta de débito,1
O002095,Tarjeta de crédito,11
O002096,Tarjeta de débito,1
O002097,PayPal,1
O002098,PayPal,1
O002099,Tarjeta de débito,1
O002100,Tarjeta de débito,1
O002101,Tarjeta de débito,1
O002102,Transferencia,1
O002103,PayPal,1
O002104,Tarjeta de crédito,2
O002105,Tarjeta de débito,1
O002106,Transferencia,1
O002107,Tarjeta de débito,1
O002108,PayPal,1
O002109,Tarjeta de crédito,12
O002110,Tarjeta de crédito,7
O002111,Tarjeta de crédito,4
O002112,Tarjeta de débito,1
O002113,Transferencia,1
O002114,Tarjeta de débito,1
O002115,PayPal,1
O002116,Tarjeta de crédito,9
O002117,Transferencia,1
O002118,PayPal,1
O002119,PayPal,1
O002120,PayPal,1
O002121,Tarjeta de débito,1
O002122,Tarjeta de crédito,4
O002123,Tarjeta de débito,1
O002124,Tarjeta de débito,1
O002125,Transferencia,1
O002126,PayPal,1
O002127,Transferencia,1
O002128,Tarjeta de débito,1
O002129,PayPal,1
O002130,Tarjeta de débito,1
O002131,Tarjeta de crédito,10
O002132,Tarjeta de crédito,9
O002133,Transferencia,1
O002134,Tarjeta de crédito,6
O002135,PayPal,1
O002136,Transferencia,1
O002137,Tarjeta de crédito,3
O002138,PayPal,1
O002139,Tarjeta de crédito,1
O002140,Tarjeta de débito,1
O002141,Transferencia,1
O002142,Tarjeta de débito,1
O002143,PayPal,1
O002144,PayPal,1
O002145,Transferencia,1
O002146,PayPal,1
O002147,Tarjeta de débito,1
O002148,Transferencia,1
O002149,Tarjeta de crédito,12
O002150,Tarjeta de crédito,2
O002151,Transferencia,1
O002152,Tarjeta de crédito,7
O002153,Tarjeta de débito,1
O002154,Transferencia,1
O002155,Tarjeta de crédito,10
O002156,Tarjeta de débito,1
O002157,Tarjeta de débito,1
O002158,Transferencia,1
O002159,PayPal,1
O002160,PayPal,1
O002161,Tarjeta de débito,1
O002162,Transferencia,1
O002163,Tarjeta de crédito,8
O002164,Transferencia,1
O002165,Tarjeta de crédito,6
O002166,Tarjeta de crédito,2
O002167,Tarjeta de débito,1
O002168,PayPal,1
O002169,PayPal,1
O002170,PayPal,1
O002171,Transferencia,1
O002172,Transferencia,1
O002173,Tarjeta de débito,1
O002174,PayPal,1
O002175,Transferencia,1
O002176,Tarjeta de débito,1
O002177,Transferencia,1
O002178,Transferencia,1
O002179,Tarjeta de débito,1
O002180,Tarjeta de crédito,11
O002181,PayPal,1
O002182,Transferencia,1
O002183,Transferencia,1
O002184,Tarjeta de débito,1
O002185,PayPal,1
O002186,Tarjeta de débito,1
O002187,Tarjeta de débito,1
O002188,Tarjeta de débito,1
O002189,Transferencia,1
O002190,Tarjeta de débito,1
O002191,Tarjeta de débito,1
O002192,Transferencia,1
O002193,Tarjeta de débito,1
O002194,Transferencia,1
O002195,Transferencia,1
O002196,Tarjeta de crédito,5
O002197,Transferencia,1
O002198,Tarjeta de débito,1
O002199,Tarjeta de crédito,11
O002200,PayPal,1
O002201,Tarjeta de débito,1
O002202,PayPal,1
O002203,Tarjeta de crédito,11
O002204,PayPal,1
O002205,Tarjeta de débito,1
O002206,Tarjeta de crédito,1
O002207,Transferencia,1
O002208,PayPal,1
O002209,Tarjeta de débito,1
O002210,Tarjeta de débito,1
O002211,PayPal,1
O002212,Tarjeta de crédito,7
O002213,Transferencia,1
O002214,PayPal,1
O002215,Tarjeta de crédito,12
O002216,Transferencia,1
O002217,Transferencia,1
O002218,PayPal,1
O002219,Tarjeta de débito,1
O002220,Tarjeta de crédito,9
O002221,PayPal,1
O002222,PayPal,1
O002223,Tarjeta de débito,1
O002224,Tarjeta de débito,1
O002225,PayPal,1
O002226,Tarjeta de débito,1
O002227,Tarjeta de crédito,11
O002228,PayPal,1
O002229,PayPal,1
O002230,PayPal,1
O002231,PayPal,1
O002232,Tarjeta de débito,1
O002233,Tarjeta de crédito,12
O002234,Tarjeta de débito,1
O002235,Transferencia,1
O002236,Transferencia,1
O002237,Transferencia,1
O002238,Tarjeta de débito,1
O002239,Tarjeta de débito,1
O002240,Tarjeta de débito,1
O002241,Tarjeta de débito,1
O002242,Tarjeta de débito,1
O002243,Tarjeta de débito,1
O002244,Tarjeta de crédito,7
O002245,Tarjeta de crédito,3
O002246,Tarjeta de débito,1
O002247,Tarjeta de crédito,9
O002248,Tarjeta de débito,1
O002249,PayPal,1
O002250,PayPal,1
O002251,Tarjeta de crédito,2
O002252,Tarjeta de débito,1
O002253,Tarjeta de crédito,4
O002254,PayPal,1
O002255,Tarjeta de crédito,8
O002256,Tarjeta de crédito,5
O002257,Tarjeta de crédito,6
O002258,Tarjeta de débito,1
O002259,PayPal,1
O002260,Tarjeta de débito,1
O002261,Tarjeta de crédito,5
O002262,Tarjeta de crédito,1
O002263,PayPal,1
O002264,Transferencia,1
O002265,Transferencia,1
O002266,Tarjeta de débito,1
O002267,PayPal,1
O002268,PayPal,1
O002269,Transferencia,1
O002270,Transferencia,1
O002271,Transferencia,1
O002272,Tarjeta de débito,1
O002273,PayPal,1
O002274,PayPal,1
O002275,Tarjeta de débito,1
O002276,Tarjeta de débito,1
O002277,Tarjeta de débito,1
O002278,PayPal,1
O002279,Tarjeta de crédito,11
O002280,Tarjeta de débito,1
O002281,PayPal,1
O002282,Tarjeta de crédito,1
O002283,Tarjeta de débito,1
O002284,PayPal,1
O002285,Tarjeta de crédito,3
O002286,Tarjeta de crédito,10
O002287,Tarjeta de crédito,7
O002288,PayPal,1
O002289,Tarjeta de débito,1
O002290,Tarjeta de débito,1
O002291,Tarjeta de crédito,4
O002292,Tarjeta de crédito,12
O002293,Transferencia,1
O002294,Transferencia,1
O002295,Tarjeta de crédito,2
O002296,Tarjeta de débito,1
O002297,Tarjeta de crédito,4
O002298,Tarjeta de débito,1
O002299,Tarjeta de débito,1
O002300,Tarjeta de crédito,10
O002301,PayPal,1
O002302,PayPal,1
O002303,PayPal,1
O002304,Tarjeta de crédito,6
O002305,Tarjeta de débito,1
O002306,Transferencia,1
O002307,Tarjeta de débito,1
O002308,Tarjeta de débito,1
O002309,Tarjeta de débito,1
O002310,PayPal,1
O002311,Transferencia,1
O002312,Transferencia,1
O002313,Tarjeta de crédito,3
O002314,Tarjeta de crédito,8
O002315,PayPal,1
O002316,Tarjeta de crédito,5
O002317,Tarjeta de débito,1
O002318,Tarjeta de débito,1
O002319,Transferencia,1
O002320,PayPal,1
O002321,Transferencia,1
O002322,PayPal,1
O002323,Transferencia,1
O002324,Tarjeta de crédito,12
O002325,Tarjeta de crédito,3
O002326,Transferencia,1
O002327,Tarjeta de crédito,4
O002328,Transferencia,1
O002329,Tarjeta de crédito,3
O002330,Transferencia,1
O002331,Tarjeta de crédito,6
O002332,Transferencia,1
O002333,Transferencia,1
O002334,Tarjeta de débito,1
O002335,Tarjeta de crédito,10
O002336,Tarjeta de débito,1
O002337,Tarjeta de crédito,11
O002338,Tarjeta de crédito,3
O002339,Transferencia,1
O002340,Transferencia,1
O002341,Tarjeta de débito,1
O002342,Transferencia,1
O002343,PayPal,1
O002344,Tarjeta de débito,1
O002345,Tarjeta de crédito,9
O002346,Tarjeta de débito,1
O002347,PayPal,1
O002348,Transferencia,1
O002349,Tarjeta de crédito,11
O002350,Transferencia,1
O002351,Tarjeta de crédito,1
O002352,Transferencia,1
O002353,Tarjeta de débito,1
O002354,Tarjeta de crédito,6
O002355,Tarjeta de crédito,12
O002356,PayPal,1
O002357,PayPal,1
O002358,Transferencia,1
O002359,Tarjeta de débito,1
O002360,Transferencia,1
O002361,Tarjeta de crédito,2
O002362,Tarjeta de crédito,10
O002363,Tarjeta de crédito,11
O002364,PayPal,1
O002365,Transferencia,1
O002366,Transferencia,1
O002367,Transferencia,1
O002368,Tarjeta de crédito,6
O002369,PayPal,1
O002370,Tarjeta de débito,1
O002371,Tarjeta de crédito,1
O002372,PayPal,1
O002373,Transferencia,1
O002374,Tarjeta de débito,1
O002375,Transferencia,1
O002376,Tarjeta de débito,1
O002377,Tarjeta de crédito,11
O002378,PayPal,1
O002379,Tarjeta de crédito,7
O002380,Tarjeta de débito,1
O002381,Tarjeta de crédito,10
O002382,Transferencia,1
O002383,Tarjeta de débito,1
O002384,Transferencia,1
O002385,Tarjeta de crédito,3
O002386,Tarjeta de crédito,2
O002387,PayPal,1
O002388,Transferencia,1
O002389,Transferencia,1
O002390,Tarjeta de crédito,8
O002391,Transferencia,1
O002392,Tarjeta de débito,1
O002393,Tarjeta de crédito,2
O002394,Tarjeta de crédito,3
O002395,Tarjeta de crédito,9
O002396,Tarjeta de débito,1
O002397,Tarjeta de débito,1
O002398,Tarjeta de débito,1
O002399,Tarjeta de débito,1
O002400,Tarjeta de crédito,6
O002401,Transferencia,1
O002402,PayPal,1
O002403,Tarjeta de débito,1
O002404,Transferencia,1
O002405,PayPal,1
O002406,Transferencia,1
O002407,Tarjeta de crédito,8
O002408,PayPal,1
O002409,PayPal,1
O002410,Transferencia,1
O002411,Tarjeta de crédito,4
O002412,Tarjeta de crédito,1
O002413,PayPal,1
O002414,PayPal,1
O002415,Transferencia,1
O002416,Tarjeta de débito,1
O002417,PayPal,1
O002418,Transferencia,1
O002419,Tarjeta de crédito,8
O002420,Tarjeta de crédito,8
O002421,Transferencia,1
O002422,PayPal,1
O002423,Tarjeta de crédito,8
O002424,Tarjeta de crédito,6
O002425,Transferencia,1
O002426,PayPal,1
O002427,Tarjeta de crédito,9
O002428,Transferencia,1
O002429,Tarjeta de crédito,6
O002430,Tarjeta de débito,1
O002431,Tarjeta de débito,1
O002432,Transferencia,1
O002433,Tarjeta de débito,1
O002434,Tarjeta de crédito,5
O002435,Tarjeta de crédito,5
O002436,PayPal,1
O002437,Transferencia,1
O002438,PayPal,1
O002439,Transferencia,1
O002440,Tarjeta de débito,1
O002441,Transferencia,1
O002442,PayPal,1
O002443,Tarjeta de débito,1
O002444,Tarjeta de crédito,8
O002445,Tarjeta de crédito,11
O002446,Tarjeta de débito,1
O002447,PayPal,1
O002448,Tarjeta de débito,1
O002449,Tarjeta de débito,1
O002450,Tarjeta de débito,1
O002451,Tarjeta de débito,1
O002452,Tarjeta de débito,1
O002453,Tarjeta de crédito,8
O002454,Transferencia,1
O002455,Tarjeta de crédito,6
O002456,Transferencia,1
O002457,PayPal,1
O002458,Transferencia,1
O002459,Tarjeta de débito,1
O002460,Transferencia,1
O002461,Tarjeta de crédito,11
O002462,Tarjeta de crédito,1
O002463,PayPal,1
O002464,Tarjeta de crédito,5
O002465,Transferencia,1
O002466,PayPal,1
O002467,PayPal,1
O002468,Tarjeta de débito,1
O002469,Tarjeta de débito,1
O002470,Tarjeta de débito,1
O002471,Transferencia,1
O002472,Tarjeta de crédito,3
O002473,PayPal,1
O002474,Transferencia,1
O002475,Tarjeta de crédito,10
O002476,Tarjeta de débito,1
O002477,PayPal,1
O002478,PayPal,1
O002479,PayPal,1
O002480,PayPal,1
O002481,Tarjeta de crédito,3
O002482,Transferencia,1
O002483,Transferencia,1
O002484,Tarjeta de débito,1
O002485,Transferencia,1
O002486,PayPal,1
O002487,PayPal,1
O002488,PayPal,1
O002489,Transferencia,1
O002490,Transferencia,1
O002491,Tarjeta de débito,1
O002492,Tarjeta de débito,1
O002493,PayPal,1
O002494,Tarjeta de crédito,4
O002495,Transferencia,1
O002496,Tarjeta de crédito,1
O002497,Tarjeta de débito,1
O002498,PayPal,1
O002499,Transferencia,1
O002500,Tarjeta de débito,1
O002501,PayPal,1
O002502,Transferencia,1
O002503,PayPal,1
O002504,PayPal,1
O002505,PayPal,1
O002506,Tarjeta de débito,1
O002507,Transferencia,1
O002508,Tarjeta de crédito,3
O002509,PayPal,1
O002510,Transferencia,1
O002511,Tarjeta de crédito,3
O002512,PayPal,1
O002513,PayPal,1
O002514,Tarjeta de débito,1
O002515,Transferencia,1
O002516,Tarjeta de crédito,5
O002517,Tarjeta de crédito,5
O002518,Tarjeta de crédito,12
O002519,Transferencia,1
O002520,Tarjeta de débito,1
O002521,Tarjeta de crédito,8
O002522,Tarjeta de crédito,3
O002523,Tarjeta de crédito,4
O002524,Tarjeta de crédito,9
O002525,Transferencia,1
O002526,Transferencia,1
O002527,Tarjeta de débito,1
O002528,Tarjeta de débito,1
O002529,Tarjeta de débito,1
O002530,Tarjeta de crédito,10
O002531,Transferencia,1
O002532,Transferencia,1
O002533,Tarjeta de crédito,10
O002534,Transferencia,1
O002535,Tarjeta de débito,1
O002536,Tarjeta de débito,1
O002537,PayPal,1
O002538,Tarjeta de débito,1
O002539,PayPal,1
O002540,PayPal,1
O002541,Transferencia,1
O002542,PayPal,1
O002543,PayPal,1
O002544,Tarjeta de débito,1
O002545,Tarjeta de crédito,8
O002546,Tarjeta de crédito,3
O002547,PayPal,1
O002548,Tarjeta de crédito,8
O002549,Tarjeta de débito,1
O002550,Transferencia,1
O002551,Tarjeta de débito,1
O002552,Transferencia,1
O002553,Tarjeta de débito,1
O002554,Tarjeta de crédito,11
O002555,Tarjeta de crédito,3
O002556,Transferencia,1
O002557,Tarjeta de débito,1
O002558,PayPal,1
O002559,Tarjeta de crédito,8
O002560,Tarjeta de crédito,3
O002561,Tarjeta de débito,1
O002562,PayPal,1
O002563,PayPal,1
O002564,Tarjeta de crédito,3
O002565,Tarjeta de débito,1
O002566,Tarjeta de crédito,10
O002567,PayPal,1
O002568,Tarjeta de débito,1
O002569,PayPal,1
O002570,Transferencia,1
O002571,Tarjeta de crédito,6
O002572,Tarjeta de crédito,9
O002573,Tarjeta de crédito,1
O002574,Transferencia,1
O002575,Tarjeta de crédito,4
O002576,Transferencia,1
O002577,Transferencia,1
O002578,Transferencia,1
O002579,Tarjeta de crédito,10
O002580,Transferencia,1
O002581,Tarjeta de débito,1
O002582,Tarjeta de crédito,4
O002583,Tarjeta de crédito,12
O002584,Tarjeta de crédito,3
O002585,PayPal,1
O002586,Transferencia,1
O002587,Tarjeta de crédito,5
O002588,PayPal,1
O002589,PayPal,1
O002590,Tarjeta de débito,1
O002591,Tarjeta de crédito,1
O002592,Transferencia,1
O002593,Tarjeta de débito,1
O002594,Tarjeta de crédito,6
O002595,Transferencia,1
O002596,PayPal,1
O002597,Tarjeta de crédito,1
O002598,Tarjeta de crédito,7
O002599,Transferencia,1
O002600,Tarjeta de crédito,11
O002601,Tarjeta de crédito,10
O002602,Tarjeta de crédito,6
O002603,Tarjeta de crédito,9
O002604,Transferencia,1
O002605,PayPal,1
O002606,Tarjeta de débito,1
O002607,PayPal,1
O002608,PayPal,1
O002609,PayPal,1
O002610,Tarjeta de crédito,2
O002611,PayPal,1
O002612,Tarjeta de crédito,8
O002613,Tarjeta de crédito,6
O002614,Tarjeta de crédito,10
O002615,PayPal,1
O002616,Tarjeta de débito,1
O002617,Tarjeta de débito,1
O002618,Tarjeta de débito,1
O002619,Tarjeta de crédito,11
O002620,Transferencia,1
O002621,Tarjeta de débito,1
O002622,PayPal,1
O002623,Tarjeta de crédito,10
O002624,Tarjeta de crédito,9
O002625,Tarjeta de débito,1
O002626,Transferencia,1
O002627,Transferencia,1
O002628,PayPal,1
O002629,Transferencia,1
O002630,PayPal,1
O002631,Tarjeta de débito,1
O002632,Tarjeta de débito,1
O002633,PayPal,1
O002634,Tarjeta de crédito,11
O002635,Tarjeta de crédito,2
O002636,Transferencia,1
O002637,Tarjeta de crédito,10
O002638,PayPal,1
O002639,Tarjeta de débito,1
O002640,Transferencia,1
O002641,Tarjeta de débito,1
O002642,PayPal,1
O002643,Transferencia,1
O002644,Tarjeta de débito,1
O002645,Transferencia,1
O002646,PayPal,1
O002647,Transferencia,1
O002648,Tarjeta de débito,1
O002649,Tarjeta de débito,1
O002650,PayPal,1
O002651,Transferencia,1
O002652,Tarjeta de débito,1
O002653,Transferencia,1
O002654,Tarjeta de débito,1
O002655,Tarjeta de crédito,12
O002656,PayPal,1
O002657,Transferencia,1
O002658,Tarjeta de débito,1
O002659,Tarjeta de crédito,10
O002660,Transferencia,1
O002661,PayPal,1
O002662,PayPal,1
O002663,Transferencia,1
O002664,Tarjeta de débito,1
O002665,Tarjeta de débito,1
O002666,PayPal,1
O002667,PayPal,1
O002668,PayPal,1
O002669,PayPal,1
O002670,PayPal,1
O002671,Tarjeta de débito,1
O002672,Tarjeta de crédito,9
O002673,Tarjeta de crédito,6
O002674,Transferencia,1
O002675,Tarjeta de crédito,12
O002676,Transferencia,1
O002677,Tarjeta de crédito,6
O002678,Tarjeta de débito,1
O002679,Tarjeta de débito,1
O002680,Tarjeta de crédito,12
O002681,PayPal,1
O002682,Tarjeta de crédito,11
O002683,Tarjeta de débito,1
O002684,Transferencia,1
O002685,Transferencia,1
O002686,Tarjeta de crédito,9
O002687,Tarjeta de crédito,8
O002688,Tarjeta de crédito,7
O002689,Tarjeta de débito,1
O002690,Tarjeta de débito,1
O002691,Transferencia,1
O002692,Transferencia,1
O002693,PayPal,1
O002694,Transferencia,1
O002695,Transferencia,1
O002696,Transferencia,1
O002697,Transferencia,1
O002698,PayPal,1
O002699,PayPal,1
O002700,Transferencia,1
O002701,PayPal,1
O002702,Tarjeta de crédito,5
O002703,Tarjeta de débito,1
O002704,PayPal,1
O002705,Tarjeta de crédito,12
O002706,Tarjeta de crédito,12
O002707,Tarjeta de crédito,9
O002708,Tarjeta de débito,1
O002709,Tarjeta de débito,1
O002710,Transferencia,1
O002711,Tarjeta de débito,1
O002712,Tarjeta de crédito,9
O002713,Transferencia,1
O002714,Tarjeta de crédito,4
O002715,Tarjeta de crédito,7
O002716,Tarjeta de crédito,2
O002717,Tarjeta de débito,1
O002718,Transferencia,1
O002719,PayPal,1
O002720,PayPal,1
O002721,Transferencia,1
O002722,Transferencia,1
O002723,Tarjeta de débito,1
O002724,PayPal,1
O002725,Tarjeta de débito,1
O002726,Tarjeta de débito,1
O002727,PayPal,1
O002728,Tarjeta de crédito,9
O002729,Tarjeta de débito,1
O002730,Transferencia,1
O002731,Tarjeta de crédito,8
O002732,PayPal,1
O002733,Transferencia,1
O002734,Tarjeta de débito,1
O002735,Tarjeta de débito,1
O002736,Tarjeta de crédito,2
O002737,Tarjeta de crédito,3
O002738,Tarjeta de débito,1
O002739,Tarjeta de débito,1
O002740,Transferencia,1
O002741,Tarjeta de crédito,7
O002742,PayPal,1
O002743,Tarjeta de débito,1
O002744,PayPal,1
O002745,PayPal,1
O002746,Transferencia,1
O002747,Transferencia,1
O002748,Tarjeta de crédito,1
O002749,Tarjeta de crédito,9
O002750,Transferencia,1
O002751,Tarjeta de débito,1
O002752,PayPal,1
O002753,PayPal,1
O002754,Tarjeta de débito,1
O002755,Tarjeta de débito,1
O002756,Tarjeta de débito,1
O002757,Tarjeta de crédito,3
O002758,PayPal,1
O002759,Tarjeta de débito,1
O002760,Tarjeta de débito,1
O002761,Tarjeta de crédito,6
O002762,Tarjeta de débito,1
O002763,PayPal,1
O002764,Transferencia,1
O002765,PayPal,1
O002766,Tarjeta de débito,1
O002767,Tarjeta de débito,1
O002768,PayPal,1
O002769,Transferencia,1
O002770,Transferencia,1
O002771,Tarjeta de débito,1
O002772,Tarjeta de débito,1
O002773,PayPal,1
O002774,Tarjeta de crédito,10
O002775,Transferencia,1
O002776,PayPal,1
O002777,Tarjeta de crédito,12
O002778,Tarjeta de débito,1
O002779,Tarjeta de crédito,6
O002780,Tarjeta de débito,1
O002781,Transferencia,1
O002782,Transferencia,1
O002783,Tarjeta de crédito,9
O002784,Tarjeta de crédito,6
O002785,PayPal,1
O002786,Transferencia,1
O002787,Tarjeta de débito,1
O002788,Tarjeta de crédito,3
O002789,Transferencia,1
O002790,Tarjeta de crédito,5
O002791,PayPal,1
O002792,Transferencia,1
O002793,Tarjeta de crédito,3
O002794,PayPal,1
O002795,Tarjeta de crédito,4
O002796,Tarjeta de débito,1
O002797,Tarjeta de débito,1
O002798,PayPal,1
O002799,PayPal,1
O002800,Tarjeta de débito,1
O002801,PayPal,1
O002802,PayPal,1
O002803,Transferencia,1
O002804,Transferencia,1
O002805,Tarjeta de débito,1
O002806,Tarjeta de débito,1
O002807,PayPal,1
O002808,Tarjeta de débito,1
O002809,Tarjeta de crédito,2
O002810,Transferencia,1
O002811,Tarjeta de crédito,6
O002812,PayPal,1
O002813,Transferencia,1
O002814,Tarjeta de débito,1
O002815,Tarjeta de débito,1
O002816,Transferencia,1
O002817,PayPal,1
O002818,Transferencia,1
O002819,Tarjeta de crédito,7
O002820,Tarjeta de crédito,3
O002821,Tarjeta de débito,1
O002822,PayPal,1
O002823,PayPal,1
O002824,Transferencia,1
O002825,Tarjeta de débito,1
O002826,PayPal,1
O002827,Tarjeta de débito,1
O002828,Tarjeta de débito,1
O002829,PayPal,1
O002830,Tarjeta de débito,1
O002831,Transferencia,1
O002832,Transferencia,1
O002833,Tarjeta de débito,1
O002834,PayPal,1
O002835,PayPal,1
O002836,Tarjeta de débito,1
O002837,PayPal,1
O002838,Transferencia,1
O002839,Tarjeta de débito,1
O002840,Tarjeta de crédito,4
O002841,Transferencia,1
O002842,PayPal,1
O002843,Tarjeta de crédito,5
O002844,Tarjeta de crédito,8
O002845,Tarjeta de crédito,11
O002846,Transferencia,1
O002847,Transferencia,1
O002848,Tarjeta de crédito,10
O002849,PayPal,1
O002850,Transferencia,1
O002851,Tarjeta de crédito,6
O002852,Transferencia,1
O002853,Tarjeta de crédito,8
O002854,PayPal,1
O002855,PayPal,1
O002856,PayPal,1
O002857,Transferencia,1
O002858,PayPal,1
O002859,Tarjeta de crédito,6
O002860,Transferencia,1
O002861,Tarjeta de crédito,3
O002862,Transferencia,1
O002863,Tarjeta de débito,1
O002864,Tarjeta de crédito,3
O002865,Tarjeta de crédito,6
O002866,Tarjeta de débito,1
O002867,Tarjeta de crédito,7
O002868,PayPal,1
O002869,Tarjeta de débito,1
O002870,Transferencia,1
O002871,Tarjeta de débito,1
O002872,Transferencia,1
O002873,PayPal,1
O002874,Tarjeta de débito,1
O002875,Tarjeta de débito,1
O002876,PayPal,1
O002877,Tarjeta de débito,1
O002878,PayPal,1
O002879,PayPal,1
O002880,PayPal,1
O002881,PayPal,1
O002882,Transferencia,1
O002883,Transferencia,1
O002884,Tarjeta de crédito,11
O002885,PayPal,1
O002886,Transferencia,1
O002887,Tarjeta de débito,1
O002888,Tarjeta de crédito,5
O002889,Transferencia,1
O002890,Transferencia,1
O002891,PayPal,1
O002892,Transferencia,1
O002893,PayPal,1
O002894,PayPal,1
O002895,PayPal,1
O002896,Tarjeta de crédito,9
O002897,Tarjeta de crédito,7
O002898,Tarjeta de crédito,10
O002899,Tarjeta de crédito,10
O002900,Tarjeta de débito,1
O002901,Transferencia,1
O002902,PayPal,1
O002903,Tarjeta de débito,1
O002904,Tarjeta de crédito,4
O002905,Transferencia,1
O002906,Tarjeta de crédito,10
O002907,Tarjeta de crédito,1
O002908,Transferencia,1
O002909,Tarjeta de crédito,12
O002910,Transferencia,1
O002911,Transferencia,1
O002912,Transferencia,1
O002913,PayPal,1
O002914,Tarjeta de débito,1
O002915,Tarjeta de débito,1
O002916,PayPal,1
O002917,Tarjeta de crédito,8
O002918,Transferencia,1
O002919,PayPal,1
O002920,Tarjeta de débito,1
O002921,PayPal,1
O002922,PayPal,1
O002923,Tarjeta de débito,1
O002924,PayPal,1
O002925,Tarjeta de débito,1
O002926,PayPal,1
O002927,Transferencia,1
O002928,Tarjeta de débito,1
O002929,Transferencia,1
O002930,Tarjeta de débito,1
O002931,PayPal,1
O002932,Tarjeta de débito,1
O002933,Tarjeta de crédito,11
O002934,Transferencia,1
O002935,Tarjeta de débito,1
O002936,Tarjeta de crédito,7
O002937,Tarjeta de crédito,5
O002938,Transferencia,1
O002939,Tarjeta de débito,1
O002940,Transferencia,1
O002941,PayPal,1
O002942,Tarjeta de crédito,3
O002943,Tarjeta de débito,1
O002944,PayPal,1
O002945,Transferencia,1
O002946,Tarjeta de crédito,8
O002947,Tarjeta de débito,1
O002948,Transferencia,1
O002949,Transferencia,1
O002950,Transferencia,1
O002951,Transferencia,1
O002952,PayPal,1
O002953,PayPal,1
O002954,PayPal,1
O002955,PayPal,1
O002956,Transferencia,1
O002957,Tarjeta de débito,1
O002958,Tarjeta de débito,1
O002959,Transferencia,1
O002960,PayPal,1
O002961,Tarjeta de débito,1
O002962,Tarjeta de débito,1
O002963,Tarjeta de débito,1
O002964,Transferencia,1
O002965,PayPal,1
O002966,PayPal,1
O002967,Transferencia,1
O002968,PayPal,1
O002969,Tarjeta de crédito,12
O002970,PayPal,1
O002971,Transferencia,1
O002972,Tarjeta de débito,1
O002973,Transferencia,1
O002974,Tarjeta de débito,1
O002975,Transferencia,1
O002976,Transferencia,1
O002977,Transferencia,1
O002978,Tarjeta de crédito,11
O002979,Transferencia,1
O002980,Tarjeta de crédito,6
O002981,Tarjeta de débito,1
O002982,Tarjeta de débito,1
O002983,PayPal,1
O002984,Tarjeta de crédito,12
O002985,Tarjeta de débito,1
O002986,Tarjeta de débito,1
O002987,PayPal,1
O002988,Tarjeta de débito,1
O002989,Transferencia,1
O002990,Tarjeta de crédito,9
O002991,Tarjeta de crédito,9
O002992,PayPal,1
