order_id,customer_id,order_date,delivery_date,order_total
O002296,C00736,2025-03-20 20:07:47.672068,2025-03-21 20:07:47.672068,742.73
O002297,C00110,2024-12-06 11:02:34.313297,2024-12-14 11:02:34.313297,255.26
O002298,C00173,2024-12-25 10:45:39.474170,2024-12-28 10:45:39.474170,56.22
O002299,C00679,2024-10-28 10:40:34.189799,2024-11-02 10:40:34.189799,225.45
O002300,C00185,2026-01-23 00:42:35.052215,2026-01-29 00:42:35.052215,330.04
O002301,C00370,2025-08-14 14:12:19.035256,2025-08-16 14:12:19.035256,306.72
O002302,C00979,2025-09-16 10:13:42.330363,2025-09-19 10:13:42.330363,56.22
O002303,C00903,2026-01-12 11:47:29.104141,2026-01-16 11:47:29.104141,517.23
O002304,C00613,2026-03-07 21:19:29.084493,2026-03-10 21:19:29.084493,228.69
O002305,C00119,2024-10-13 04:29:14.401393,2024-10-20 04:29:14.401393,744.23
O002306,C00188,2026-04-01 09:45:11.461059,2026-04-04 09:45:11.461059,189.39
O002307,C00167,2024-08-26 04:47:02.530595,2024-08-31 04:47:02.530595,510.59
O002308,C00196,2024-11-12 02:52:02.470413,2024-11-21 02:52:02.470413,279.51
O002309,C00201,2025-02-21 04:58:54.628255,2025-02-24 04:58:54.628255,355.74
O002310,C00154,2024-12-11 13:02:20.440692,2024-12-16 13:02:20.440692,364.32
O002311,C00788,2024-11-12 23:01:42.098997,2024-11-16 23:01:42.098997,468.6
O002312,C00238,2025-01-20 09:39:42.213265,2025-01-22 09:39:42.213265,268.32
O002313,C00610,2026-02-28 19:48:16.978225,2026-03-04 19:48:16.978225,119.68
O002314,C00282,2024-07-06 13:12:58.642739,2024-07-10 13:12:58.642739,273.47
O002315,C00208,2025-05-15 03:27:50.803333,2025-05-20 03:27:50.803333,95.72
O002316,C00445,2025-11-21 12:47:47.683234,2025-11-22 12:47:47.683234,232.27
O002317,C00624,2024-11-28 05:55:27.413994,2024-12-04 05:55:27.413994,271.34
O002318,C00249,2024-11-20 17:51:57.542465,2024-11-22 17:51:57.542465,583.84
O002319,C00498,2025-05-17 12:21:42.624481,2025-05-19 12:21:42.624481,136.89
O002320,C00508,2025-11-15 03:43:56.374512,2025-11-23 03:43:56.374512,86.66
O002321,C00505,2025-04-19 02:40:01.939669,2025-04-25 02:40:01.939669,404.8
O002322,C00444,2026-02-27 23:40:38.022196,2026-03-06 23:40:38.022196,586.46
O002323,C00708,2025-07-05 11:17:20.330549,2025-07-07 11:17:20.330549,124.23
O002324,C00853,2024-07-19 11:32:33.768094,2024-07-20 11:32:33.768094,330.03
O002325,C00303,2026-05-02 03:47:36.738034,2026-05-05 03:47:36.738034,138.12
O002326,C00259,2025-04-24 12:43:54.178390,2025-04-28 12:43:54.178390,121.02
O002327,C00159,2025-01-06 18:43:32.795687,2025-01-07 18:43:32.795687,233.79
O002328,C00813,2025-01-02 04:42:25.085520,2025-01-10 04:42:25.085520,298.55
O002329,C00854,2026-01-31 01:47:51.634297,2026-02-03 01:47:51.634297,638.02
O002330,C00791,2025-08-23 04:38:04.766469,2025-08-25 04:38:04.766469,123.78
O002331,C00354,2025-06-23 13:07:45.450109,2025-06-29 13:07:45.450109,471.82
O002332,C00678,2025-10-07 14:54:28.311467,2025-10-14 14:54:28.311467,357.49
O002333,C00976,2025-03-08 02:18:50.086286,2025-03-10 02:18:50.086286,78.76
O002334,C00213,2025-07-16 23:11:59.455992,2025-07-21 23:11:59.455992,81.24
O002335,C00307,2025-10-06 21:46:15.236258,2025-10-10 21:46:15.236258,395.41
O002336,C00414,2025-01-22 06:25:10.914883,2025-01-26 06:25:10.914883,688.09
O002337,C00205,2024-10-25 15:44:37.551993,2024-10-26 15:44:37.551993,74.29
O002338,C00936,2024-08-02 05:54:08.148944,2024-08-04 05:54:08.148944,433.37
O002339,C00167,2026-06-04 22:11:18.179777,2026-06-09 22:11:18.179777,127.44
O002340,C00750,2025-10-30 07:41:36.846452,2025-11-02 07:41:36.846452,115.38
O002341,C00386,2025-06-06 02:44:58.757860,2025-06-13 02:44:58.757860,666.95
O002342,C00003,2024-12-12 04:32:56.877197,2024-12-16 04:32:56.877197,27.08
O002343,C00785,2025-10-13 17:51:13.041098,2025-10-14 17:51:13.041098,249.47
O002344,C00639,2024-10-03 02:24:43.871874,2024-10-04 02:24:43.871874,603.4
O002345,C00826,2025-04-22 23:21:14.531796,2025-04-27 23:21:14.531796,650.97
O002346,C00472,2026-02-19 13:11:06.673597,2026-02-22 13:11:06.673597,209.6
O002347,C00112,2025-10-26 23:38:22.053137,2025-10-30 23:38:22.053137,475.05
O002348,C00404,2025-07-10 13:28:31.993276,2025-07-13 13:28:31.993276,66.5
O002349,C00505,2025-07-13 15:56:24.955968,2025-07-21 15:56:24.955968,124.58
O002350,C00326,2026-02-12 21:08:05.960965,2026-02-15 21:08:05.960965,492.31
O002351,C00682,2025-08-17 21:48:32.641704,2025-08-20 21:48:32.641704,482.2
O002352,C00777,2025-12-28 17:07:35.842771,2026-01-02 17:07:35.842771,104.31
O002353,C00018,2025-12-02 16:26:18.072514,2025-12-05 16:26:18.072514,349.07
O002354,C00010,2026-05-26 19:49:11.827471,2026-05-29 19:49:11.827471,225.7
O002355,C00179,2026-05-06 14:39:10.610382,2026-05-10 14:39:10.610382,178.37
O002356,C00094,2025-06-01 22:05:30.124097,2025-06-06 22:05:30.124097,638.44
O002357,C00327,2024-11-27 00:43:59.267247,2024-11-30 00:43:59.267247,351.08
O002358,C00372,2025-11-12 16:31:29.317043,2025-11-13 16:31:29.317043,45.57
O002359,C00603,2026-03-26 00:59:42.007982,2026-03-30 00:59:42.007982,460.56
O002360,C00811,2025-03-12 17:14:33.236708,2025-03-15 17:14:33.236708,804.89
O002361,C00025,2026-02-25 17:03:41.956578,2026-03-01 17:03:41.956578,479.03
O002362,C00052,2025-08-10 22:05:11.189326,2025-08-15 22:05:11.189326,164.31
O002363,C00152,2026-06-17 05:54:54.786836,2026-06-23 05:54:54.786836,391.93
O002364,C00796,2025-12-09 11:26:24.090115,2025-12-11 11:26:24.090115,583.83
O002365,C00389,2024-08-16 07:23:07.108126,2024-08-20 07:23:07.108126,343.87
O002366,C00412,2026-04-29 04:59:40.060657,2026-05-05 04:59:40.060657,61.89
O002367,C00135,2025-06-24 07:47:43.723244,2025-06-30 07:47:43.723244,121.02
O002368,C00633,2024-12-10 11:37:19.097469,2024-12-12 11:37:19.097469,476.22
O002369,C00088,2025-03-28 16:59:43.411061,2025-04-02 16:59:43.411061,173.93
O002370,C00475,2025-11-21 02:16:54.312443,2025-11-29 02:16:54.312443,203.45
O002371,C00536,2024-10-06 16:39:51.961906,2024-10-10 16:39:51.961906,54.74
O002372,C00686,2024-11-22 15:16:43.263115,2024-11-27 15:16:43.263115,98.04
O002373,C00974,2026-02-21 05:55:08.782307,2026-02-24 05:55:08.782307,455.43
O002374,C00014,2025-11-18 17:11:01.166395,2025-11-24 17:11:01.166395,345.97
O002375,C00316,2024-06-27 03:07:13.151328,2024-06-29 03:07:13.151328,471.84
O002376,C00293,2025-03-24 10:49:56.222725,2025-04-01 10:49:56.222725,210.6
O002377,C00086,2024-11-01 20:06:23.053564,2024-11-05 20:06:23.053564,449.13
O002378,C00149,2024-07-04 13:29:13.668610,2024-07-12 13:29:13.668610,282.45
O002379,C00503,2025-11-20 05:45:18.868689,2025-11-26 05:45:18.868689,88.27
O002380,C00188,2025-07-22 04:10:26.999031,2025-07-25 04:10:26.999031,73.83
O002381,C00160,2025-06-28 08:51:25.050528,2025-07-02 08:51:25.050528,49.71
O002382,C00311,2025-11-03 10:05:54.798664,2025-11-04 10:05:54.798664,342.68
O002383,C00228,2025-05-11 20:52:52.517992,2025-05-16 20:52:52.517992,384.86
O002384,C00318,2025-02-18 02:31:35.755222,2025-02-23 02:31:35.755222,176.69
O002385,C00015,2024-09-29 03:14:12.914759,2024-10-03 03:14:12.914759,343.49
O002386,C00760,2025-07-25 23:24:51.264506,2025-07-30 23:24:51.264506,124.02
O002387,C00914,2024-10-01 11:52:26.754831,2024-10-04 11:52:26.754831,293.6
O002388,C00057,2024-12-18 01:35:45.469088,2024-12-22 01:35:45.469088,174.87
O002389,C00209,2025-08-06 11:25:30.999628,2025-08-11 11:25:30.999628,214.15
O002390,C00251,2026-02-18 11:08:46.635366,2026-02-24 11:08:46.635366,45.38
O002391,C00777,2025-12-16 05:42:02.894811,2025-12-20 05:42:02.894811,23.22
O002392,C00999,2025-07-08 21:50:00.381459,2025-07-12 21:50:00.381459,289.99
O002393,C00351,2024-12-25 23:13:04.860546,2024-12-27 23:13:04.860546,372.34
O002394,C00560,2024-08-08 21:20:36.999773,2024-08-13 21:20:36.999773,466.86
O002395,C00646,2026-03-11 22:03:32.132667,2026-03-16 22:03:32.132667,134.02
O002396,C00043,2024-07-03 10:57:16.683975,2024-07-06 10:57:16.683975,56.88
O002397,C00790,2024-10-04 17:25:56.705234,2024-10-06 17:25:56.705234,169.01
O002398,C00416,2025-09-23 00:36:06.988960,2025-09-26 00:36:06.988960,38.8
O002399,C00850,2024-09-19 03:56:51.804005,2024-09-22 03:56:51.804005,223.72
O002400,C00427,2024-07-04 11:44:25.891927,2024-07-08 11:44:25.891927,385.23
O002401,C00587,2026-04-24 22:52:57.438396,2026-04-26 22:52:57.438396,204.6
O002402,C00297,2024-07-02 04:59:30.650427,2024-07-06 04:59:30.650427,297.82
O002403,C00033,2025-07-03 19:12:24.405028,2025-07-07 19:12:24.405028,486.62
O002404,C00340,2025-03-21 22:19:41.579966,2025-03-28 22:19:41.579966,184.19
O002405,C00158,2024-09-26 16:04:19.547240,2024-09-27 16:04:19.547240,507.47
O002406,C00461,2024-09-22 17:13:17.450894,2024-09-29 17:13:17.450894,208.74
O002407,C00663,2025-08-28 08:27:01.550129,2025-09-01 08:27:01.550129,370.83
O002408,C00622,2024-10-26 07:27:09.146386,2024-11-01 07:27:09.146386,213.26
O002409,C00516,2026-04-14 04:51:42.303650,2026-04-18 04:51:42.303650,619.25
O002410,C00727,2024-08-16 06:17:36.019177,2024-08-19 06:17:36.019177,251.5
O002411,C00286,2025-07-14 11:31:06.515406,2025-07-15 11:31:06.515406,68.59
O002412,C00692,2025-01-17 19:53:27.729507,2025-01-21 19:53:27.729507,300.24
O002413,C00502,2025-04-21 09:41:40.909196,2025-04-24 09:41:40.909196,453.17
O002414,C00652,2026-03-29 15:22:20.505923,2026-04-02 15:22:20.505923,349.4
O002415,C00596,2025-12-11 20:22:49.047480,2025-12-13 20:22:49.047480,335.31
O002416,C00403,2024-09-09 04:18:12.089747,2024-09-14 04:18:12.089747,373.28
O002417,C00240,2024-11-17 17:14:43.246869,2024-11-22 17:14:43.246869,412.17
O002418,C00725,2026-02-19 14:25:28.429736,2026-02-22 14:25:28.429736,50.55
O002419,C00272,2024-08-07 08:25:00.927444,2024-08-16 08:25:00.927444,345.02
O002420,C00583,2025-10-24 00:48:56.304512,2025-10-31 00:48:56.304512,501.21
O002421,C00601,2026-04-22 12:51:40.309478,2026-04-30 12:51:40.309478,245.03
O002422,C00691,2026-01-07 04:09:12.634085,2026-01-11 04:09:12.634085,335.53
O002423,C00723,2025-01-26 06:43:15.184446,2025-02-01 06:43:15.184446,292.89
O002424,C00150,2025-09-11 08:30:30.425746,2025-09-18 08:30:30.425746,282.05
O002425,C00689,2026-01-30 09:46:47.839002,2026-02-01 09:46:47.839002,66.5
O002426,C00001,2024-07-16 22:18:40.268778,2024-07-22 22:18:40.268778,91.14
O002427,C00965,2024-07-22 18:47:21.649728,2024-07-28 18:47:21.649728,284.0
O002428,C00237,2025-01-22 02:59:14.842284,2025-01-26 02:59:14.842284,261.31
O002429,C00576,2026-02-24 20:17:22.837235,2026-03-01 20:17:22.837235,372.14
O002430,C00335,2024-12-07 12:05:52.189185,2024-12-10 12:05:52.189185,169.31
O002431,C00104,2025-10-08 00:18:47.720974,2025-10-15 00:18:47.720974,29.73
O002432,C00720,2024-08-03 04:40:24.494669,2024-08-10 04:40:24.494669,77.92
O002433,C00765,2024-06-20 22:24:57.163553,2024-06-21 22:24:57.163553,107.85
O002434,C00453,2026-05-23 04:07:38.712070,2026-05-29 04:07:38.712070,264.23
O002435,C00330,2024-10-17 15:37:23.600508,2024-10-25 15:37:23.600508,47.44
O002436,C00211,2024-09-09 10:40:48.904787,2024-09-12 10:40:48.904787,104.58
O002437,C00268,2025-01-11 00:13:37.750237,2025-01-15 00:13:37.750237,243.72
O002438,C00549,2025-01-20 01:57:30.920439,2025-01-21 01:57:30.920439,35.83
O002439,C00775,2025-05-26 22:44:01.613519,2025-05-28 22:44:01.613519,408.47
O002440,C00181,2025-12-17 10:18:16.467344,2025-12-20 10:18:16.467344,100.83
O002441,C00061,2024-12-18 18:23:44.870061,2024-12-20 18:23:44.870061,429.69
O002442,C00636,2025-08-26 19:11:38.692565,2025-09-03 19:11:38.692565,168.77
O002443,C00919,2025-10-11 22:57:38.423092,2025-10-14 22:57:38.423092,80.02
O002444,C00769,2025-11-18 07:38:12.387173,2025-11-19 07:38:12.387173,157.1
O002445,C00613,2025-08-05 08:09:32.798058,2025-08-08 08:09:32.798058,57.53
O002446,C00118,2024-07-10 12:19:32.094494,2024-07-13 12:19:32.094494,331.26
O002447,C00161,2025-05-21 15:01:10.835189,2025-05-23 15:01:10.835189,400.73
O002448,C00147,2026-04-24 18:29:03.226589,2026-04-28 18:29:03.226589,301.93
O002449,C00182,2024-11-23 10:18:12.945918,2024-11-29 10:18:12.945918,47.44
O002450,C00883,2026-06-10 10:56:28.160851,2026-06-15 10:56:28.160851,464.62
O002451,C00958,2024-06-26 02:27:58.248100,2024-06-30 02:27:58.248100,299.12
O002452,C00025,2025-12-02 16:51:15.656173,2025-12-04 16:51:15.656173,362.7
O002453,C00017,2026-03-11 06:42:56.198529,2026-03-14 06:42:56.198529,485.57
O002454,C00308,2025-09-27 01:44:54.026658,2025-10-04 01:44:54.026658,136.77
O002455,C00777,2026-03-28 09:48:31.390866,2026-04-02 09:48:31.390866,347.13
O002456,C00217,2026-04-08 09:44:42.849708,2026-04-11 09:44:42.849708,331.69
O002457,C00486,2025-07-10 14:41:54.849841,2025-07-16 14:41:54.849841,239.87
O002458,C00775,2026-04-26 02:42:47.959281,2026-04-30 02:42:47.959281,69.58
O002459,C00613,2025-04-05 15:04:24.149850,2025-04-09 15:04:24.149850,270.39
O002460,C00174,2024-09-16 05:52:15.998521,2024-09-21 05:52:15.998521,476.36
O002461,C00156,2026-04-04 03:09:05.453594,2026-04-07 03:09:05.453594,226.83
O002462,C00511,2026-01-23 07:47:31.775194,2026-01-28 07:47:31.775194,78.57
O002463,C00572,2026-03-27 00:56:09.802630,2026-04-03 00:56:09.802630,111.21
O002464,C00591,2025-03-28 20:50:09.863317,2025-04-01 20:50:09.863317,224.88
O002465,C00819,2025-04-06 23:54:08.952335,2025-04-10 23:54:08.952335,224.4
O002466,C00693,2026-05-24 16:19:25.129709,2026-05-26 16:19:25.129709,543.57
O002467,C00619,2024-07-02 22:27:35.376829,2024-07-06 22:27:35.376829,327.91
O002468,C00875,2025-07-06 04:45:59.387434,2025-07-10 04:45:59.387434,295.54
O002469,C00040,2024-11-21 00:38:16.982213,2024-11-29 00:38:16.982213,653.23
O002470,C00903,2024-10-04 00:16:59.119800,2024-10-08 00:16:59.119800,171.67
O002471,C00892,2026-05-30 13:26:30.283182,2026-06-02 13:26:30.283182,243.41
O002472,C00219,2025-03-04 11:35:13.774418,2025-03-06 11:35:13.774418,479.93
O002473,C00984,2024-07-08 02:05:02.657819,2024-07-14 02:05:02.657819,266.7
O002474,C00611,2024-08-07 02:39:29.526800,2024-08-14 02:39:29.526800,183.72
O002475,C00549,2025-05-08 18:31:50.662389,2025-05-11 18:31:50.662389,23.4
O002476,C00003,2025-07-29 21:48:19.138857,2025-08-02 21:48:19.138857,407.01
O002477,C00076,2024-08-29 16:35:23.689739,2024-09-03 16:35:23.689739,120.76
O002478,C00384,2026-01-02 18:53:00.742147,2026-01-06 18:53:00.742147,268.47
O002479,C01000,2026-05-16 04:12:52.648713,2026-05-18 04:12:52.648713,541.87
O002480,C00132,2025-03-04 09:55:50.478895,2025-03-06 09:55:50.478895,464.7
O002481,C00111,2024-12-22 07:32:04.255800,2024-12-24 07:32:04.255800,636.84
O002482,C00862,2024-08-30 17:15:32.252712,2024-08-31 17:15:32.252712,386.66
O002483,C00153,2025-10-23 04:32:52.387490,2025-10-28 04:32:52.387490,19.4
O002484,C00266,2025-09-03 20:04:04.649205,2025-09-07 20:04:04.649205,213.42
O002485,C00622,2025-11-26 12:13:21.339190,2025-11-30 12:13:21.339190,315.64
O002486,C00262,2024-12-31 12:40:21.481796,2025-01-05 12:40:21.481796,679.39
O002487,C00556,2025-06-17 12:26:56.546255,2025-06-23 12:26:56.546255,203.6
O002488,C00963,2025-02-11 04:25:50.591462,2025-02-17 04:25:50.591462,319.22
O002489,C00678,2024-12-07 03:26:40.347608,2024-12-12 03:26:40.347608,78.76
O002490,C00289,2025-07-22 10:50:07.602824,2025-07-24 10:50:07.602824,253.34
O002491,C00015,2025-08-26 21:50:10.564222,2025-08-29 21:50:10.564222,351.6
O002492,C00551,2025-04-26 16:13:26.960108,2025-05-01 16:13:26.960108,757.2
O002493,C00361,2025-07-04 03:04:11.801157,2025-07-07 03:04:11.801157,404.23
O002494,C00928,2024-09-02 05:54:26.192398,2024-09-06 05:54:26.192398,178.8
O002495,C00947,2025-07-12 13:37:22.488200,2025-07-16 13:37:22.488200,443.6
O002496,C00224,2025-12-09 15:25:47.354130,2025-12-14 15:25:47.354130,151.69
O002497,C00651,2025-07-28 21:41:54.052443,2025-08-04 21:41:54.052443,176.97
O002498,C00965,2025-01-10 07:36:07.095642,2025-01-17 07:36:07.095642,201.3
O002499,C00139,2024-07-21 20:07:05.248073,2024-07-30 20:07:05.248073,460.0
O002500,C00305,2025-10-10 16:17:55.479515,2025-10-12 16:17:55.479515,133.2
O002501,C00641,2024-12-16 23:47:22.885425,2024-12-17 23:47:22.885425,80.02
O002502,C00735,2025-04-01 16:54:13.058974,2025-04-06 16:54:13.058974,551.88
O002503,C00687,2024-06-30 04:34:58.866067,2024-07-04 04:34:58.866067,698.63
O002504,C00354,2024-06-29 13:01:12.155942,2024-07-04 13:01:12.155942,368.26
O002505,C00788,2025-07-10 08:19:30.528763,2025-07-15 08:19:30.528763,184.74
O002506,C00673,2026-02-14 21:31:05.259296,2026-02-17 21:31:05.259296,234.54
O002507,C00129,2025-09-13 14:24:56.599682,2025-09-18 14:24:56.599682,130.22
O002508,C00892,2024-08-10 22:48:10.731199,2024-08-15 22:48:10.731199,210.24
O002509,C00021,2026-06-08 12:59:30.940944,2026-06-12 12:59:30.940944,374.11
O002510,C00974,2026-02-12 18:49:27.336245,2026-02-16 18:49:27.336245,369.38
O002511,C00215,2026-06-11 04:21:41.071030,2026-06-16 04:21:41.071030,633.64
O002512,C00973,2025-12-03 08:57:55.516275,2025-12-05 08:57:55.516275,399.08
O002513,C00766,2025-08-24 03:32:21.998370,2025-08-27 03:32:21.998370,182.94
O002514,C00321,2025-06-02 06:04:16.866385,2025-06-04 06:04:16.866385,274.78
O002515,C00711,2024-11-13 06:52:15.603468,2024-11-14 06:52:15.603468,492.43
O002516,C00383,2025-02-21 07:52:14.381848,2025-02-25 07:52:14.381848,60.63
O002517,C00877,2024-10-05 05:39:45.026668,2024-10-08 05:39:45.026668,281.66
O002518,C00933,2026-02-11 16:39:24.204919,2026-02-15 16:39:24.204919,353.55
O002519,C00498,2025-02-18 08:18:45.252112,2025-02-22 08:18:45.252112,334.64
O002520,C00664,2025-11-26 23:56:54.981459,2025-11-27 23:56:54.981459,236.9
O002521,C00635,2025-08-05 16:11:26.327671,2025-08-07 16:11:26.327671,499.28
O002522,C00874,2026-04-09 04:48:40.151255,2026-04-15 04:48:40.151255,140.5
O002523,C00195,2026-04-21 23:48:18.345801,2026-04-26 23:48:18.345801,134.55
O002524,C00208,2026-02-20 19:45:28.768252,2026-02-27 19:45:28.768252,193.55
O002525,C00543,2025-08-24 12:16:52.746789,2025-08-30 12:16:52.746789,330.92
O002526,C00131,2024-08-11 02:01:23.857537,2024-08-13 02:01:23.857537,551.95
O002527,C00881,2024-09-25 13:41:57.097321,2024-09-27 13:41:57.097321,71.66
O002528,C00392,2025-10-05 05:29:39.649211,2025-10-08 05:29:39.649211,65.43
O002529,C00510,2025-12-17 02:20:41.543340,2025-12-22 02:20:41.543340,190.94
O002530,C00810,2026-02-28 21:57:55.381836,2026-03-06 21:57:55.381836,871.01
O002531,C00071,2024-10-30 15:21:29.799516,2024-11-04 15:21:29.799516,438.21
O002532,C00107,2025-03-13 20:16:24.913225,2025-03-17 20:16:24.913225,94.86
O002533,C00581,2024-07-15 04:39:11.422402,2024-07-16 04:39:11.422402,361.58
O002534,C00520,2026-06-05 21:05:03.600350,2026-06-08 21:05:03.600350,384.95
O002535,C00696,2025-05-28 06:42:17.723371,2025-05-29 06:42:17.723371,91.26
O002536,C00006,2025-05-04 20:27:12.537797,2025-05-09 20:27:12.537797,309.87
O002537,C00019,2025-07-05 10:21:02.273525,2025-07-07 10:21:02.273525,213.29
O002538,C00459,2024-10-29 02:55:41.430594,2024-11-02 02:55:41.430594,792.46
O002539,C00087,2025-06-07 19:10:19.083018,2025-06-14 19:10:19.083018,962.55
O002540,C00424,2026-02-10 08:33:39.676319,2026-02-14 08:33:39.676319,504.2
O002541,C00127,2025-07-10 19:23:52.984727,2025-07-11 19:23:52.984727,308.25
O002542,C00483,2026-05-25 04:47:13.219741,2026-05-28 04:47:13.219741,329.25
O002543,C00365,2024-07-23 20:11:26.378527,2024-07-29 20:11:26.378527,311.01
O002544,C00151,2026-01-31 19:13:02.884158,2026-02-04 19:13:02.884158,408.86
O002545,C00611,2025-01-18 11:15:15.358816,2025-01-19 11:15:15.358816,249.94
O002546,C00001,2026-02-01 05:29:31.673112,2026-02-07 05:29:31.673112,425.83
O002547,C00185,2024-12-20 01:26:00.777838,2024-12-24 01:26:00.777838,246.28
O002548,C00308,2025-12-13 03:20:41.488659,2025-12-19 03:20:41.488659,53.44
O002549,C00275,2025-01-26 00:32:22.971303,2025-02-01 00:32:22.971303,309.39
O002550,C00401,2025-03-15 08:25:30.139360,2025-03-22 08:25:30.139360,361.29
O002551,C00989,2025-01-28 06:57:01.814620,2025-02-01 06:57:01.814620,175.08
O002552,C00532,2026-06-16 07:31:07.881191,2026-06-21 07:31:07.881191,160.76
O002553,C00859,2024-08-18 22:20:19.774023,2024-08-25 22:20:19.774023,344.4
O002554,C00985,2025-04-19 17:21:09.081481,2025-04-22 17:21:09.081481,383.5
O002555,C00054,2026-05-27 15:24:50.340113,2026-05-31 15:24:50.340113,85.04
O002556,C00917,2024-07-18 07:48:41.258185,2024-07-26 07:48:41.258185,91.66
O002557,C00584,2026-01-03 12:11:13.789244,2026-01-06 12:11:13.789244,79.46
O002558,C00306,2024-09-01 10:36:23.959498,2024-09-04 10:36:23.959498,310.51
O002559,C00726,2024-10-06 00:58:09.962545,2024-10-08 00:58:09.962545,468.73
O002560,C00188,2024-08-05 15:12:17.363178,2024-08-12 15:12:17.363178,511.7
O002561,C00644,2025-10-07 17:31:46.933697,2025-10-10 17:31:46.933697,227.56
O002562,C00257,2025-05-30 23:21:33.826305,2025-06-05 23:21:33.826305,136.05
O002563,C00780,2024-09-28 01:33:38.744370,2024-10-02 01:33:38.744370,57.69
O002564,C00038,2026-02-10 12:37:45.375448,2026-02-18 12:37:45.375448,333.25
O002565,C00139,2026-02-12 06:19:08.744088,2026-02-15 06:19:08.744088,447.15
O002566,C00953,2025-02-16 21:46:33.381761,2025-02-17 21:46:33.381761,467.39
O002567,C00971,2024-10-15 12:26:51.458990,2024-10-16 12:26:51.458990,373.28
O002568,C00254,2024-07-02 06:40:56.155300,2024-07-09 06:40:56.155300,360.4
O002569,C00149,2025-02-12 02:42:40.478380,2025-02-18 02:42:40.478380,369.15
O002570,C00947,2024-07-30 15:12:42.495114,2024-08-06 15:12:42.495114,53.44
O002571,C00769,2025-05-14 15:22:59.476672,2025-05-19 15:22:59.476672,241.59
O002572,C00838,2025-11-21 07:36:34.508455,2025-11-27 07:36:34.508455,147.1
O002573,C00833,2025-03-25 21:13:16.479079,2025-04-01 21:13:16.479079,361.97
O002574,C00385,2024-07-31 13:24:01.099667,2024-08-07 13:24:01.099667,778.66
O002575,C00096,2024-12-27 07:52:13.385184,2025-01-01 07:52:13.385184,351.87
O002576,C00268,2025-04-08 07:59:39.147593,2025-04-12 07:59:39.147593,793.89
O002577,C00603,2026-03-02 10:51:54.237376,2026-03-06 10:51:54.237376,133.2
O002578,C00830,2025-04-04 22:04:09.500174,2025-04-09 22:04:09.500174,214.29
O002579,C00379,2025-12-09 22:46:35.230269,2025-12-12 22:46:35.230269,121.84
O002580,C00534,2025-11-14 01:39:02.085864,2025-11-22 01:39:02.085864,158.18
O002581,C00263,2025-03-13 04:45:43.993955,2025-03-16 04:45:43.993955,68.4
O002582,C00211,2024-10-05 15:04:58.526314,2024-10-08 15:04:58.526314,208.74
O002583,C00337,2026-03-28 02:37:21.180589,2026-04-02 02:37:21.180589,489.59
O002584,C00030,2025-01-11 00:34:37.903979,2025-01-16 00:34:37.903979,80.08
O002585,C00461,2024-12-18 02:09:31.153416,2024-12-21 02:09:31.153416,607.9
O002586,C00691,2024-07-29 22:13:35.696090,2024-08-02 22:13:35.696090,172.84
O002587,C00972,2024-12-27 00:49:16.600719,2024-12-28 00:49:16.600719,768.03
O002588,C00684,2024-08-04 01:17:41.320141,2024-08-05 01:17:41.320141,141.78
O002589,C00447,2025-04-18 07:49:03.053782,2025-04-27 07:49:03.053782,419.61
O002590,C00787,2025-12-08 15:38:03.124595,2025-12-15 15:38:03.124595,509.39
O002591,C00132,2025-11-04 16:39:49.820553,2025-11-06 16:39:49.820553,1250.08
O002592,C00666,2024-09-02 03:44:00.769706,2024-09-08 03:44:00.769706,460.01
O002593,C00545,2024-12-26 18:58:10.956374,2024-12-31 18:58:10.956374,109.93
O002594,C00686,2026-01-17 18:48:39.319003,2026-01-22 18:48:39.319003,264.48
O002595,C00729,2024-08-30 15:03:14.725474,2024-09-05 15:03:14.725474,138.76
O002596,C00506,2026-04-10 08:47:36.996016,2026-04-16 08:47:36.996016,312.38
O002597,C00846,2025-01-29 07:06:47.686428,2025-02-05 07:06:47.686428,302.25
O002598,C00928,2025-11-11 12:12:49.970349,2025-11-17 12:12:49.970349,379.43
O002599,C00924,2026-03-02 12:52:04.144578,2026-03-09 12:52:04.144578,255.02
O002600,C00455,2026-06-16 00:07:39.658875,2026-06-22 00:07:39.658875,213.53
O002601,C00948,2024-08-17 03:26:21.320224,2024-08-24 03:26:21.320224,615.65
O002602,C00011,2024-09-16 15:52:02.148703,2024-09-21 15:52:02.148703,351.33
O002603,C00572,2025-09-16 08:17:31.932595,2025-09-17 08:17:31.932595,409.99
O002604,C00440,2026-01-02 03:20:51.755728,2026-01-06 03:20:51.755728,475.27
O002605,C00525,2025-01-16 03:26:58.118468,2025-01-19 03:26:58.118468,605.37
O002606,C00824,2025-06-29 20:21:33.706738,2025-07-08 20:21:33.706738,89.38
O002607,C00891,2025-11-13 15:43:41.677492,2025-11-19 15:43:41.677492,108.56
O002608,C00783,2024-12-22 15:05:49.811521,2024-12-25 15:05:49.811521,44.85
O002609,C00933,2025-12-05 01:45:41.666945,2025-12-06 01:45:41.666945,378.92
O002610,C00429,2025-11-07 02:01:29.631173,2025-11-10 02:01:29.631173,333.45
O002611,C00980,2025-01-08 01:44:30.199700,2025-01-17 01:44:30.199700,329.65
O002612,C00173,2026-02-03 18:33:16.804021,2026-02-05 18:33:16.804021,228.74
